count,unique,empty,filled,min,max,range,sum,mean,median,stddev,cv,minority,majority,q1,q3,iqr
47,47,0,47,0,5326.5474619931,5326.5474619931,73964.617761448,1573.71527152017,1259.83723664124,1398.44965736143,0.8886293999108,0,0,389.799161615784,2075.10483615662,1685.30567454083
