id,name,longitude,latitude,elevation,fid,OBJECTID,arcid,grid_code,from_node,to_node,Shape_Length,ringId,distance
2,long,102.800007500000007,24.401486190000000,1728,120,57,57,1,66,70,1260.10870571823,3,300
