count,unique,empty,filled,min,max,range,sum,mean,median,stddev,cv,minority,majority,q1,q3,iqr
63,63,0,63,10.6062949995401,5667.0492622887,5656.44296728916,88783.1703837216,1409.25667275749,1139.54126265397,1148.03054678314,0.814635523092321,10.6062949995401,10.6062949995401,569.804613832444,1889.73348717622,1319.92887334378
